标题链接,ID,名称,字段1,评分,点赞,投币,收藏,分享,播放/弹幕/追番
https://www.bilibili.com/bangumi/play/ss33329?from_spmid=666.14.0.0,BV1pz4y1R7xX,百慕大三角~多彩田园曲~,"游戏改 / 萌系,·,2019,·,已完结, 全12话,·",8.8分,5404,609,1142,68,59.9万播放  ·  1765弹幕  ·  6.7万追番
https://www.bilibili.com/bangumi/play/ss1016?from_spmid=666.14.0.0,BV1EW411Z7RX,王牌投手 振臂高挥～夏日大会篇～,"运动 / 治愈 / 热血 / 声控,·,2010,·,已完结, 全14话,·",9.8分,4375,2887,935,109,232.3万播放  ·  3.4万弹幕  ·  17.3万系列追番
https://www.bilibili.com/bangumi/play/ss2028?from_spmid=666.14.0.0,BV1Zx411F7QV,魔女猎人罗宾,"奇幻,·,2002,·,已完结, 全26话,·",9.2分,2012,1060,1012,248,76.1万播放  ·  1.3万弹幕  ·  6.6万追番
https://www.bilibili.com/bangumi/play/ss23677?from_spmid=666.14.0.0,BV1JW411n7zh,Thunderbolt Fantasy 东离剑游纪 生死一剑,"奇幻 / 战斗 / 布袋戏 / 冒险,·,2017,·,已完结, 全1话,·",,4683,1.1万,574,1.4万,145.3万播放  ·  3.6万弹幕  ·  44.6万系列追番
https://www.bilibili.com/bangumi/play/ss1421?from_spmid=666.14.0.0,BV1gs41197EM,魔法老师涅吉!?,"萌系 / 日常 / 魔法,·,2006,·,已完结, 全26话,·",8.6分,1610,1237,499,366,149.7万播放  ·  1.6万弹幕  ·  28.3万系列追番
https://www.bilibili.com/bangumi/play/ss1920?from_spmid=666.14.0.0,BV1zx411c7o4,月咏-MOON PHASE-,"奇幻,·,2004,·,已完结, 全26话,·",9.3分,2984,1656,688,297,82.8万播放  ·  1.7万弹幕  ·  6.6万追番
https://www.bilibili.com/bangumi/play/ss25002?from_spmid=666.14.0.0,BV1Js411w7zN,SWORD GAI 装刀凯 The Animation II,"奇幻 / 战斗 / 漫画改,·,2018,·,已完结, 全12话,·",3.5分,1374,356,645,140,126.8万播放  ·  8085弹幕  ·  19.3万系列追番
https://www.bilibili.com/bangumi/play/ss26876?from_spmid=666.14.0.0,BV1kb411p7LZ,偶像大师灰姑娘剧场 第四季（TV版）,"原创 / 日常 / 偶像 / 萌系,·,2019,·,已完结, 全13话,·",9.3分,1332,757,196,216,136.1万播放  ·  2128弹幕  ·  69.9万系列追番
https://www.bilibili.com/bangumi/play/ss2031?from_spmid=666.14.0.0,BV1Vx411w7ED,铁胆火车侠 第一季,"萌系 / 热血,·,1997,·,已完结, 全51话,·",9.5分,5176,2599,3212,1735,262.5万播放  ·  2.2万弹幕  ·  6.9万系列追番
https://www.bilibili.com/bangumi/play/ss1346?from_spmid=666.14.0.0,BV1xx411N75q,暗夜魔法使,"奇幻 / 热血,·,2007,·,已完结, 全13话,·",8.7分,1208,700,421,500,84.8万播放  ·  7868弹幕  ·  6.5万追番
https://www.bilibili.com/bangumi/play/ss42296?from_spmid=666.14.0.0,BV1QV4y1K7i7,永久少年,"原创,·,2022,·,已完结, 全24话,·",9.1分,3510,402,799,149,146.9万播放  ·  4264弹幕  ·  6.5万追番
https://www.bilibili.com/bangumi/play/ss4106?from_spmid=666.14.0.0,BV1Ps4112749,为什么猫都叫不来,"萌系,·,2015,·,已完结, 全12话,·",9.0分,772,278,187,806,132.3万播放  ·  1808弹幕  ·  6.5万追番
https://www.bilibili.com/bangumi/play/ss23855?from_spmid=666.14.0.0,BV1MW411T7GL,雷顿神秘侦探社～卡特莉的解谜事件簿～,"推理,·,2018,·,已完结, 全50话,·",9.7分,1667,1668,734,868,204.9万播放  ·  3万弹幕  ·  6.5万追番
https://www.bilibili.com/bangumi/play/ss1982?from_spmid=666.14.0.0,BV1Tx411P7zy,索尼克,"萌系 / 热血,·,2003,·,已完结, 全78话,·",9.7分,1.5万,8534,4977,2430,623.8万播放  ·  1万弹幕  ·  7.6万系列追番
https://www.bilibili.com/bangumi/play/ss817?from_spmid=666.14.0.0,BV15x411w7hf,暴力宇宙海贼,"科幻 / 战斗 / 日常,·,2012,·,已完结, 全26话,·",9.6分,1822,808,869,209,274.3万播放  ·  8.1万弹幕  ·  9.2万系列追番
https://www.bilibili.com/bangumi/play/ss168?from_spmid=666.14.0.0,BV1Xx411V73i,金色琴弦～Secondo Passo～,"音乐 / 乙女,·,2009,·,已完结, 全2话,·",9.3分,3442,993,2402,237,78.4万播放  ·  4877弹幕  ·  20.8万系列追番
https://www.bilibili.com/bangumi/play/ss678?from_spmid=666.14.0.0,BV1rs411Z7D1,宫河家的空腹,"萌系 / 日常 / 泡面 / 治愈,·,2013,·,已完结, 全10话,·",9.2分,2369,739,571,388,107.8万播放  ·  1.2万弹幕  ·  6.5万追番
https://www.bilibili.com/bangumi/play/ss1314?from_spmid=666.14.0.0,BV1Rs411t7em,悲惨世界 少女珂赛特,"少女 / 治愈 / 历史,·,2007,·,已完结, 全52话,·",9.7分,5893,4308,2580,1468,168.2万播放  ·  3.8万弹幕  ·  6.5万追番
https://www.bilibili.com/bangumi/play/ss1805?from_spmid=666.14.0.0,BV1Ws411D7Fg,太空堡垒 第一季,"科幻,·,1985,·,已完结, 全36话,·",9.6分,6231,1987,7673,600,247.9万播放  ·  2.8万弹幕  ·  7万系列追番
https://www.bilibili.com/bangumi/play/ss1001?from_spmid=666.14.0.0,BV1vt411s7Mr,超级机器人大战OG -DIVINE WARS- 第一季,"科幻,·,2006,·,已完结, 全25话,·",9.5分,5830,1421,3343,307,246.6万播放  ·  3万弹幕  ·  7.6万系列追番
https://www.bilibili.com/bangumi/play/ss2171?from_spmid=666.14.0.0,BV1Nx411F7aD,学校怪谈,"日常,·,2000,·,已完结, 全20话,·",9.5分,3712,1820,1247,2060,122.5万播放  ·  2.7万弹幕  ·  6.4万追番
https://www.bilibili.com/bangumi/play/ss1232?from_spmid=666.14.0.0,BV18x411w7QH,西洋古董洋果子店,"日常 / 治愈 / 美食,·,2008,·,已完结, 全12话,·",9.3分,546,181,607,112,18.9万播放  ·  1.1万弹幕  ·  6.4万追番
https://www.bilibili.com/bangumi/play/ss2952?from_spmid=666.14.0.0,BV1cs411d7YQ,魔女的考验【中文】,"萌系 / 奇幻 / 少女 / 魔法,·,2005,·,已完结, 全51话,·",9.5分,4215,1869,3112,2520,342.8万播放  ·  4.1万弹幕  ·  14.3万系列追番
https://www.bilibili.com/bangumi/play/ss169?from_spmid=666.14.0.0,BV12x411x7vi,金色琴弦 Blue♪Sky,"音乐 / 乙女,·,2014,·,已完结, 全12话,·",6.8分,2603,574,2012,345,161.2万播放  ·  1.7万弹幕  ·  20.8万系列追番
https://www.bilibili.com/bangumi/play/ss25857?from_spmid=666.14.0.0,BV1ms411F7ak,伊利亚：杰拉姆,"科幻 / 原创,·,1994,·,已完结, 全6话,·",9.1分,4792,1055,4474,417,72.8万播放  ·  3191弹幕  ·  6.3万追番
https://www.bilibili.com/bangumi/play/ss3478?from_spmid=666.14.0.0,BV14s411z7Ee,Crane Game Girls,"日常 / 泡面 / 偶像,·,2016,·,已完结, 全12话,·",8.7分,2424,312,1432,398,94万播放  ·  6663弹幕  ·  8.3万系列追番
https://www.bilibili.com/bangumi/play/ss26296?from_spmid=666.14.0.0,BV1Qk4y1R7Vg,粉彩回忆,"游戏改 / 萌系,·,2019,·,已完结, 全12话,·",7.1分,4962,524,1631,171,74.4万播放  ·  1574弹幕  ·  6.3万追番
https://www.bilibili.com/bangumi/play/ss47986?from_spmid=666.14.0.0,BV1HU411o7pi,假面骑士圣刃（中配）,"特摄 / 原创 / 热血 / 奇幻,·,2020,·,已完结, 全48话,·",9.4分,2485,553,764,86,214.2万播放  ·  6804弹幕  ·  101.2万系列追番
https://www.bilibili.com/bangumi/play/ss218?from_spmid=666.14.0.0,BV1ks411R7Rr,机器人少女Z,"科幻,·,2014,·,已完结, 全3话,·",9.4分,4171,1171,2016,665,93.4万播放  ·  9424弹幕  ·  7万系列追番
https://www.bilibili.com/bangumi/play/ss42653?from_spmid=666.14.0.0,BV1wT411A7xE,犬夜叉剧场版 镜中的梦幻城,"冒险 / 热血 / 战斗 / 搞笑,·,2002,·,已完结, 全1话,·",9.8分,1.7万,6604,3452,666,206.6万播放  ·  1.4万弹幕  ·  443.1万系列追番
https://www.bilibili.com/bangumi/play/ss1246?from_spmid=666.14.0.0,BV1Ux411c71J,二十面相少女,"奇幻 / 热血,·,2008,·,已完结, 全22话,·",9.0分,1372,996,655,766,67.2万播放  ·  1.6万弹幕  ·  6.3万追番
https://www.bilibili.com/bangumi/play/ss5158?from_spmid=666.14.0.0,BV19W411Z7Ez,侦探学园Q,"推理,·,2003,·,已完结, 全45话,·",9.5分,4901,1971,2234,676,290.6万播放  ·  4.3万弹幕  ·  6.2万追番
https://www.bilibili.com/bangumi/play/ss25561?from_spmid=666.14.0.0,BV1xW411d71R,模型战士高达模型制作家 起始G,"机战 / 战斗,·,2010,·,已完结, 全1话,·",8.9分,6712,1549,2260,1922,122.3万播放  ·  9621弹幕  ·  6.1万追番
https://www.bilibili.com/bangumi/play/ss45511?from_spmid=666.14.0.0,BV1ZW4y1Z7x4,布莱泽奥特曼（中配）,"特摄 / 原创 / 热血 / 战斗,·,2023,·,已完结, 全28话,·",9.5分,1.9万,6269,3057,1553,2668.7万播放  ·  6.2万弹幕  ·  253.2万系列追番
https://www.bilibili.com/bangumi/play/ss235?from_spmid=666.14.0.0,BV1ix411F7Ru,乌瑟的穷困生活,"萌系 / 搞笑 / 日常 / 泡面,·,2012,·,已完结, 全12话,·",9.0分,1764,255,613,207,122.4万播放  ·  1万弹幕  ·  9.7万系列追番
https://www.bilibili.com/bangumi/play/ss1426?from_spmid=666.14.0.0,BV1ct41127cx,Happiness!,"萌系 / 日常,·,2006,·,已完结, 全12话,·",8.5分,1892,824,434,72,46.8万播放  ·  8342弹幕  ·  6.5万系列追番
https://www.bilibili.com/bangumi/play/ss1570?from_spmid=666.14.0.0,BV1Fs411D7qd,怪盗JOKER 第二季,"萌系 / 少儿 / 冒险,·,2015,·,已完结, 全13话,·",9.8分,3372,935,723,225,388.4万播放  ·  9.6万弹幕  ·  16.7万系列追番
https://www.bilibili.com/bangumi/play/ss2221?from_spmid=666.14.0.0,BV1ix411T7oR,弹珠警察,"萌系 / 热血 / 科幻 / 冒险,·,1999,·,已完结, 全50话,·",8.8分,2535,1666,1550,1227,128.1万播放  ·  7695弹幕  ·  6.1万追番
https://www.bilibili.com/bangumi/play/ss5034?from_spmid=666.14.0.0,BV1uW41137fw,龙收藏,"战斗,·,2014,·,已完结, 全51话,·",9.3分,4702,1334,2449,268,312.9万播放  ·  1万弹幕  ·  7.1万系列追番
https://www.bilibili.com/bangumi/play/ss1763?from_spmid=666.14.0.0,BV1op4y1b7oE,玻璃假面,"搞笑,·,2005,·,已完结, 全51话,·",9.7分,5586,457,1594,329,102万播放  ·  1.4万弹幕  ·  6.3万系列追番
https://www.bilibili.com/bangumi/play/ss765?from_spmid=666.14.0.0,BV1kx411c7EQ,薄樱鬼 番外,"历史 / 声控 / 乙女,·,2010,·,已完结, 全12话,·",9.1分,817,437,349,184,43.2万播放  ·  2168弹幕  ·  50.9万系列追番
https://www.bilibili.com/bangumi/play/ss2254?from_spmid=666.14.0.0,BV1Yx411c7Fw,失落的宇宙,"时泪 / 科幻,·,1998,·,已完结, 全26话,·",9.8分,4752,4140,2534,2877,157.3万播放  ·  2.9万弹幕  ·  6.2万系列追番
https://www.bilibili.com/bangumi/play/ss2451?from_spmid=666.14.0.0,BV1is411f7DL,宇宙战舰大和号,"时泪 / 科幻 / 热血,·,1974,·,已完结, 全26话,·",9.3分,3561,1302,1325,1264,120.5万播放  ·  1.5万弹幕  ·  16.6万系列追番
https://www.bilibili.com/bangumi/play/ss6344?from_spmid=666.14.0.0,BV1Yx411b7Wo,梦之祭！R,"偶像 / 原创 / 音乐,·,2017,·,已完结, 全12话,·",9.1分,908,352,635,360,185.2万播放  ·  1.4万弹幕  ·  22万系列追番
https://www.bilibili.com/bangumi/play/ss25368?from_spmid=666.14.0.0,BV1sW411R7f3,吉尔伽美什,"漫画改,·,2003,·,已完结, 全26话,·",7.8分,9878,994,2211,1464,249.8万播放  ·  4854弹幕  ·  6万追番
https://www.bilibili.com/bangumi/play/ss88051?from_spmid=666.14.0.0,BV18Bw9eeEp6,假面骑士艾克赛德（中配）,"原创 / 特摄 / 热血 / 战斗,·,2016,·,已完结, 全45话,·",暂无评分,2536,320,624,135,99万播放  ·  4264弹幕  ·  79.8万系列追番
https://www.bilibili.com/bangumi/play/ss321?from_spmid=666.14.0.0,BV1Kx411P7wS,世嘉硬件女孩,"萌系 / 搞笑 / 泡面,·,2014,·,已完结, 全13话,·",9.4分,3238,552,1352,410,235.4万播放  ·  3.2万弹幕  ·  6万追番
https://www.bilibili.com/bangumi/play/ss45645?from_spmid=666.14.0.0,BV1514y197RK,假面骑士创骑（中配）,"原创 / 热血 / 奇幻 / 励志,·,2017,·,已完结, 全49话,·",8.6分,6168,1469,1452,457,1006.8万播放  ·  2.1万弹幕  ·  79.8万系列追番
https://www.bilibili.com/bangumi/play/ss1841?from_spmid=666.14.0.0,BV1JW411D7Sv,机动新撰组 萌之剑,"历史,·,2005,·,已完结, 全13话,·",9.0分,4489,657,2917,210,61.1万播放  ·  1626弹幕  ·  6万追番
https://www.bilibili.com/bangumi/play/ss2615?from_spmid=666.14.0.0,BV1Fs411S7MF,乌瑟的穷困生活 梦幻篇,"萌系 / 搞笑 / 日常,·,2015,·,已完结, 全13话,·",9.4分,2883,541,872,241,170.5万播放  ·  2.3万弹幕  ·  9.7万系列追番
https://www.bilibili.com/bangumi/play/ss22288?from_spmid=666.14.0.0,BV1gx411M7T5,独自生活的小学生,"泡面,·,2017,·,已完结, 全10话,·",9.7分,2488,1547,296,959,145万播放  ·  4372弹幕  ·  5.9万追番
https://www.bilibili.com/bangumi/play/ss3457?from_spmid=666.14.0.0,BV1zs411z7DJ,兔龟 女高网球部外传,"搞笑 / 校园 / 漫画改,·,2016,·,已完结, 全12话,·",8.9分,1059,391,462,363,92.3万播放  ·  5064弹幕  ·  22.6万系列追番
https://www.bilibili.com/bangumi/play/ss1117?from_spmid=666.14.0.0,BV1Hx411c7PV,仰望天空的少女瞳中的世界,"治愈 / 架空 / 奇幻 / 科幻,·,2009,·,已完结, 全9话,·",8.7分,1332,763,426,183,39.3万播放  ·  5946弹幕  ·  5.9万追番
https://www.bilibili.com/bangumi/play/ss4234?from_spmid=666.14.0.0,BV1Gs41197fY,白砂糖战士,"少女,·,2014,·,已完结, 全3话,·",8.7分,2421,452,1407,359,66.1万播放  ·  864弹幕  ·  5.9万追番
https://www.bilibili.com/bangumi/play/ss5742?from_spmid=666.14.0.0,BV1us411c74d,我的女神 战斗之翼,"奇幻 / 治愈,·,2007,·,已完结, 全2话,·",9.7分,4217,1703,908,157,83.6万播放  ·  2315弹幕  ·  42.3万系列追番
https://www.bilibili.com/bangumi/play/ss2978?from_spmid=666.14.0.0,BV1us411d7tC,浜虎SD（迷你浜虎）,"萌系 / 校园 / 奇幻 / 泡面,·,2015,·,已完结, 全10话,·",暂无评分,306,172,130,208,54.3万播放  ·  6345弹幕  ·  5.8万追番
https://www.bilibili.com/bangumi/play/ss2085?from_spmid=666.14.0.0,BV1QW411S7rg,Di Gi Charat,"萌系 / 日常 / 治愈,·,1999,·,已完结, 全16话,·",9.5分,3855,688,2481,723,46.7万播放  ·  1446弹幕  ·  7.7万系列追番
https://www.bilibili.com/bangumi/play/ss2418?from_spmid=666.14.0.0,BV1Wx411c73j,橙路,"日常 / 少女 / 奇幻,·,1987,·,已完结, 全48话,·",9.5分,5578,3518,3172,761,202.2万播放  ·  4.4万弹幕  ·  7.1万系列追番
https://www.bilibili.com/bangumi/play/ss2685?from_spmid=666.14.0.0,BV1wx411P7hr,偶像大师 剧场版 向着光辉的彼岸！,"校园 / 音乐 / 偶像,·,2014,·,已完结, 全1话,·",9.8分,6548,1.1万,1287,1789,98.2万播放  ·  3.6万弹幕  ·  42.4万系列追番
https://www.bilibili.com/bangumi/play/ss2168?from_spmid=666.14.0.0,BV1Wx411c7ZE,沉默的未知,"科幻 / 热血,·,2000,·,已完结, 全26话,·",9.1分,1161,665,912,452,51.3万播放  ·  6314弹幕  ·  5.8万追番
https://www.bilibili.com/bangumi/play/ss24728?from_spmid=666.14.0.0,BV1zs411w7CW,甜甜私房猫 第四季,"治愈 / 少儿,·,2018,·,已完结, 全25话,·",9.4分,7116,1606,1822,616,574.7万播放  ·  6645弹幕  ·  23.3万系列追番
https://www.bilibili.com/bangumi/play/ss2293?from_spmid=666.14.0.0,BV1us411c759,机动战舰大和抚子 TV版,"科幻 / 热血 / 机战,·,1996,·,已完结, 全26话,·",9.7分,3836,1799,1984,1048,117万播放  ·  2.7万弹幕  ·  7.4万系列追番
https://www.bilibili.com/bangumi/play/ss24613?from_spmid=666.14.0.0,BV1cs411p7zE,打工小哥！之2！,"萌系 / 治愈,·,2018,·,已完结, 全12话,·",9.5分,1701,975,167,239,138万播放  ·  3757弹幕  ·  13.7万系列追番
https://www.bilibili.com/bangumi/play/ss5561?from_spmid=666.14.0.0,BV1ns411b7p4,网球并不可笑嘛 第八季,"搞笑 / 漫画改 / 泡面,·,2016,·,已完结, 全12话,·",9.3分,594,479,179,237,117.1万播放  ·  2014弹幕  ·  22.6万系列追番
https://www.bilibili.com/bangumi/play/ss1823?from_spmid=666.14.0.0,BV1kx411A73x,勇者王GAOGAIGAR,"科幻 / 热血 / 机战,·,1997,·,已完结, 全49话,·",9.8分,9840,4110,2418,1379,411.3万播放  ·  4.2万弹幕  ·  7万系列追番
https://www.bilibili.com/bangumi/play/ss91811?from_spmid=666.14.0.0,BV1exZmYCEG8,战队大失格,"漫画改 / 奇幻 / 战斗 / 特摄,·,2024,·,已完结, 全12话,·",8.2分,4959,793,1754,404,176.4万播放  ·  5375弹幕  ·  8.2万系列追番
https://www.bilibili.com/bangumi/play/ss1408?from_spmid=666.14.0.0,BV1px411w7xa,武装炼金,"热血 / 奇幻,·,2006,·,已完结, 全26话,·",9.4分,1747,1655,654,336,115.2万播放  ·  1.8万弹幕  ·  5.7万追番
https://www.bilibili.com/bangumi/play/ss6337?from_spmid=666.14.0.0,BV1rx411q7q2,网球并不可笑嘛 第九季,"搞笑 / 运动,·,2017,·,已完结, 全12话,·",9.3分,1092,535,303,296,153.1万播放  ·  2747弹幕  ·  22.6万系列追番
https://www.bilibili.com/bangumi/play/ss1131?from_spmid=666.14.0.0,BV1hb411q7BK,豹头王传说,"奇幻 / 热血,·,2009,·,已完结, 全26话,·",9.4分,3155,662,1341,82,58.1万播放  ·  9446弹幕  ·  5.7万追番
https://www.bilibili.com/bangumi/play/ss3255?from_spmid=666.14.0.0,BV1As411R7w9,柴犬阿旺的和式生活,"萌系 / 日常,·,2006,·,已完结, 全80话,·",9.7分,1266,979,773,3914,62.6万播放  ·  3761弹幕  ·  5.6万追番
https://www.bilibili.com/bangumi/play/ss2679?from_spmid=666.14.0.0,BV1Es411m7hE,轮回的拉格朗日 第二季,"科幻 / 奇幻 / 机战 / 社团,·,2012,·,已完结, 全13话,·",8.5分,1470,543,711,107,72.1万播放  ·  1.3万弹幕  ·  22.2万系列追番
https://www.bilibili.com/bangumi/play/ss99702?from_spmid=666.14.0.0,BV1xTJEzFEu3,甜甜私房猫 第五季 普通话版,"漫画改 / 泡面 / 治愈 / 少儿,·,2024,·,已完结, 全12话,·",暂无评分,78,12,50,16,3万播放  ·  12弹幕  ·  23.3万系列追番
https://www.bilibili.com/bangumi/play/ss6046?from_spmid=666.14.0.0,BV1Zx411D73x,MS动画图鉴 第二季,"机战,·,2016,·,已完结, 全76话,·",9.6分,8708,2414,2917,1736,460.3万播放  ·  6030弹幕  ·  5.6万追番
https://www.bilibili.com/bangumi/play/ss1692?from_spmid=666.14.0.0,BV1Gx411C7fj,侦探歌剧 少女福尔摩斯 第二幕,"搞笑 / 日常,·,2012,·,已完结, 全12话,·",9.6分,1657,1235,570,346,92.4万播放  ·  2.1万弹幕  ·  18.2万系列追番
https://www.bilibili.com/bangumi/play/ss2392?from_spmid=666.14.0.0,BV1ax411c7yv,天空战记,"科幻 / 热血,·,1989,·,已完结, 全38话,·",9.6分,5171,2135,3504,2882,244.9万播放  ·  3.1万弹幕  ·  5.8万系列追番
https://www.bilibili.com/bangumi/play/ss2958?from_spmid=666.14.0.0,BV1bt411p7WK,蜜桃女孩,"少女 / 恋爱,·,2005,·,已完结, 全25话,·",6.9分,4697,563,2871,520,167.7万播放  ·  4.1万弹幕  ·  5.6万追番
https://www.bilibili.com/bangumi/play/ss2208?from_spmid=666.14.0.0,BV1Wx411c7uQ,无限的未知,"科幻,·,1999,·,已完结, 全26话,·",9.2分,1345,1232,838,419,70.2万播放  ·  2.5万弹幕  ·  5.5万追番
https://www.bilibili.com/bangumi/play/ss2059?from_spmid=666.14.0.0,BV1rx411c7Jh,天使特警,"热血 / 科幻,·,2002,·,已完结, 全24话,·",9.3分,1850,736,1738,393,60.2万播放  ·  6598弹幕  ·  8.6万系列追番
https://www.bilibili.com/bangumi/play/ss47535?from_spmid=666.14.0.0,BV1cm411d7Xi,假面骑士时王（中配）,"原创 / 热血 / 战斗 / 少儿,·,2018,·,已完结, 全49话,·",7.6分,2751,503,1122,115,329万播放  ·  8842弹幕  ·  79.8万系列追番
https://www.bilibili.com/bangumi/play/ss791?from_spmid=666.14.0.0,BV1ax411w7wb,交响诗篇 AO,"科幻 / 热血 / 催泪 / 机战,·,2012,·,已完结, 全24话,·",7.8分,1056,881,425,183,231.8万播放  ·  3万弹幕  ·  33.3万系列追番
https://www.bilibili.com/bangumi/play/ss1234?from_spmid=666.14.0.0,BV1Ux411c7Aa,魔法使的注意事项,"奇幻 / 治愈 / 魔法,·,2003,·,已完结, 全12话,·",9.0分,825,636,365,175,43.3万播放  ·  6116弹幕  ·  7万系列追番
https://www.bilibili.com/bangumi/play/ss1651?from_spmid=666.14.0.0,BV1Zx411C7CD,网球优等生,"运动,·,2014,·,已完结, 全25话,·",9.6分,3370,2224,1106,1089,277.3万播放  ·  3.7万弹幕  ·  6.2万系列追番
https://www.bilibili.com/bangumi/play/ss241?from_spmid=666.14.0.0,BV1Us411o76P,GO!GO!575,"日常 / 治愈,·,2014,·,已完结, 全5话,·",9.4分,786,368,181,282,73.3万播放  ·  9125弹幕  ·  5.4万追番
https://www.bilibili.com/bangumi/play/ss1902?from_spmid=666.14.0.0,BV11x411c7uq,玛德莱克丝,"2004,·,已完结, 全26话,·",9.2分,1933,1505,1017,309,68.9万播放  ·  2万弹幕  ·  5.4万追番
https://www.bilibili.com/bangumi/play/ss44777?from_spmid=666.14.0.0,BV1J84y1J7u4,假面骑士极狐（中配）,"特摄 / 热血 / 奇幻 / 战斗,·,2023,·,已完结, 全49话,·",7.8分,9043,2318,1758,380,2230.9万播放  ·  2.9万弹幕  ·  101.2万系列追番
https://www.bilibili.com/bangumi/play/ss953?from_spmid=666.14.0.0,BV1Nx411P74b,分形世界,"奇幻,·,2011,·,已完结, 全11话,·",8.1分,828,793,294,888,38.2万播放  ·  7499弹幕  ·  5.4万追番
https://www.bilibili.com/bangumi/play/ss47346?from_spmid=666.14.0.0,BV1gZ42117bc,假面骑士零一（中配）,"原创 / 热血 / 战斗 / 少儿,·,2019,·,已完结, 全46话,·",6.0分,1844,376,664,106,187.9万播放  ·  5306弹幕  ·  101.2万系列追番
https://www.bilibili.com/bangumi/play/ss92?from_spmid=666.14.0.0,BV1yx411T759,每度！浦安铁筋家族,"搞笑 / 日常 / 泡面,·,2014,·,已完结, 全24话,·",9.1分,1775,2142,438,1321,772万播放  ·  4.1万弹幕  ·  5.3万追番
https://www.bilibili.com/bangumi/play/ss1658?from_spmid=666.14.0.0,BV14x411C73b,战国无双,"历史 / 热血,·,2015,·,已完结, 全12话,·",8.6分,2347,1089,1297,1011,115.4万播放  ·  1.7万弹幕  ·  5.6万系列追番
https://www.bilibili.com/bangumi/play/ss5437?from_spmid=666.14.0.0,BV1ds411C7og,兔丸,"萌系,·,2016,·,已完结, 全12话,·",9.6分,616,445,339,1704,72.7万播放  ·  6324弹幕  ·  5.3万追番
https://www.bilibili.com/bangumi/play/ss1026?from_spmid=666.14.0.0,BV1Fx411F73s,HEROMAN,"科幻 / 热血 / 冒险,·,2010,·,已完结, 全26话,·",8.7分,3282,841,1528,199,80.1万播放  ·  1.1万弹幕  ·  7.8万系列追番
https://www.bilibili.com/bangumi/play/ss1100?from_spmid=666.14.0.0,BV1Tx411w7EX,迷宫塔 ～乌鲁克之盾～,"科幻 / 奇幻 / 架空 / 热血,·,2008,·,已完结, 全13话,·",8.8分,1378,1072,362,380,99.5万播放  ·  2.6万弹幕  ·  5.8万系列追番
https://www.bilibili.com/bangumi/play/ss5510?from_spmid=666.14.0.0,BV1cs411b7Lq,时间飞船24,"科幻 / 原创,·,2016,·,已完结, 全24话,·",暂无评分,1270,389,1135,366,111.4万播放  ·  1.7万弹幕  ·  6.9万系列追番
https://www.bilibili.com/bangumi/play/ss44850?from_spmid=666.14.0.0,BV1524y1u7DM,PUI PUI 天竺鼠车车,"原创 / 萌系 / 治愈 / 泡面,·,2022,·,已完结, 全12话,·",9.7分,2.6万,5361,3502,5048,646.8万播放  ·  1606弹幕  ·  7万系列追番
https://www.bilibili.com/bangumi/play/ss6059?from_spmid=666.14.0.0,BV1Sx411478C,怪物弹珠 第二季 前篇,"奇幻 / 战斗,·,2017,·,已完结, 全24话,·",8.9分,1166,516,632,314,72.1万播放  ·  5913弹幕  ·  7.8万系列追番
https://www.bilibili.com/bangumi/play/ss91814?from_spmid=666.14.0.0,BV1ASL2z8EXM,战队大失格 第二季,"漫画改 / 战斗 / 特摄,·,2025,·,连载中, 每周五 18:00更新,·",9.2分,4791,972,956,193,163.8万播放  ·  3704弹幕  ·  8.2万系列追番
https://www.bilibili.com/bangumi/play/ss1687?from_spmid=666.14.0.0,BV1Lx411F7XL,萌菌物语 Returns,"萌系 / 日常,·,2012,·,已完结, 全11话,·",9.4分,1149,705,386,270,147.4万播放  ·  1.5万弹幕  ·  17.5万系列追番
https://www.bilibili.com/bangumi/play/ss5466?from_spmid=666.14.0.0,BV1YW411A7iQ,闪电十一人,"热血 / 运动 / 少儿,·,2008,·,已完结, 全127话,·",9.7分,5599,2926,1568,1094,917.8万播放  ·  11.1万弹幕  ·  8.9万系列追番
https://www.bilibili.com/bangumi/play/ss1344?from_spmid=666.14.0.0,BV14x411c7Te,素描簿,"萌系 / 日常 / 治愈,·,2007,·,已完结, 全13话,·",9.7分,1377,1316,456,637,35.9万播放  ·  6978弹幕  ·  5.2万追番
https://www.bilibili.com/bangumi/play/ss9?from_spmid=666.14.0.0,BV1Vx411C78X,幕末Rock,"偶像 / 游戏改 / 搞笑 / 音乐,·,2014,·,已完结, 全12话,·",8.8分,1309,425,822,337,48.7万播放  ·  1.2万弹幕  ·  5.1万追番
https://www.bilibili.com/bangumi/play/ss41387?from_spmid=666.14.0.0,BV1NF411x7x7,高达创造者 战斗部落,"机战,·,2021,·,已完结, 全6话,·",6.9分,1.2万,964,3810,989,273.5万播放  ·  4504弹幕  ·  5.1万追番
https://www.bilibili.com/bangumi/play/ss3046?from_spmid=666.14.0.0,BV1is411d77T,莎拉公主,"少女 / 日常 / 治愈,·,1985,·,已完结, 全46话,·",9.7分,6127,2669,3731,1831,204.5万播放  ·  3.6万弹幕  ·  5.1万追番
https://www.bilibili.com/bangumi/play/ss40536?from_spmid=666.14.0.0,BV1RZ4y1r7z7,不能播放,"漫画改 / 日常,·,2022,·,已完结, 全12话,·",9.6分,5556,831,700,179,134.6万播放  ·  1166弹幕  ·  5.1万追番
